Strategy,CAGR,AnnVol,Sharpe(0rf),MaxDD,Calmar,AvgPos,TimeInMkt,AnnTurnover,EndEquity
BUY_HOLD,0.10986812560835624,0.13487761422378655,0.8404727709964477,-0.23346303501945542,0.47060180468710977,0.9990043146365748,0.9990043146365748,0.08363757052771324,3.477606322920583
A_MA10M,0.09309204393196113,0.0953132153555524,0.9817367075508724,-0.16160494683649784,0.5760469945611876,0.5159309658148026,0.6156654497178892,1.6309326252904084,2.8986341369193225
B_MA10M_MOM12_1,0.0917135580256867,0.08937859452149441,1.0266763901542322,-0.17166203940437508,0.5342681372269364,0.4371058745436442,0.5343511450381679,1.1291072021241289,2.8552291649898502
C_MA10M_VOLTARGET,0.08765382926778376,0.08930717689263475,0.9856900476847849,-0.13746210113679602,0.6376581511722783,0.4710981843022175,0.6156654497178892,1.8441844638491236,2.7308350641231938
